Player,Nation,Position,Squad,Competition,Age,Matches Played,Starts,Minutes Played,Goals,Assists,Shots,Shots on Target,Pass Completion %,Dribbles Completed,Tackles Won,Interceptions,Yellow Cards,Red Cards,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won %,Goals per 90,Assists per 90,Shots per 90,Shots on Target per 90,Dribbles Completed per 90,Tackles Won per 90,Interceptions per 90,Aerial Duels Won per 90
Youssef Chermiti,pt POR,"FW,MF",Everton,eng Premier League,19-355,17,1,192.0,0.0,0.0,7.0,2.0,64.2,3.0,2.0,1.0,3,0,11.0,17,39.3,0.0,0.0,3.28125,0.9375,1.40625,0.9375,0.46875,5.15625
Lucas Chevalier,fr FRA,GK,Lille,fr Ligue 1,22-189,33,33,2969.0,0.0,0.0,0.0,0.0,77.1,0.0,0.0,0.0,1,0,4.0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12125294712024251
Fabio Chiarodia,it ITA,DF,M'Gladbach,de Bundesliga,18-343,6,1,141.0,0.0,0.0,0.0,0.0,88.8,0.0,4.0,3.0,0,0,5.0,3,62.5,0.0,0.0,0.0,0.0,0.0,2.5531914893617023,1.9148936170212765,3.191489361702128
Federico Chiesa,it ITA,FW,Juventus,it Serie A,26-201,31,23,2017.0,7.0,2.0,66.0,22.0,69.8,33.0,7.0,6.0,1,0,0.0,9,0.0,0.31234506693108577,0.08924144769459592,2.944967773921666,0.9816559246405552,1.472483886960833,0.31234506693108577,0.2677243430837878,0.0
Ben Chilwell,eng ENG,DF,Chelsea,eng Premier League,27-144,13,9,756.0,0.0,1.0,12.0,4.0,75.4,7.0,10.0,4.0,5,0,12.0,15,44.4,0.0,0.11904761904761904,1.4285714285714284,0.47619047619047616,0.8333333333333333,1.1904761904761905,0.47619047619047616,1.4285714285714284
Tawanda Chirewa,eng ENG,"MF,FW",Wolves,eng Premier League,20-215,8,1,145.0,0.0,0.0,3.0,1.0,79.3,1.0,3.0,1.0,1,0,1.0,3,25.0,0.0,0.0,1.8620689655172413,0.6206896551724138,0.6206896551724138,1.8620689655172413,0.6206896551724138,0.6206896551724138
Pedro Chirivella,es ESP,MF,Nantes,fr Ligue 1,26-356,32,31,2594.0,1.0,1.0,17.0,6.0,85.7,5.0,28.0,31.0,5,0,13.0,18,41.9,0.03469545104086353,0.03469545104086353,0.58982266769468,0.2081727062451812,0.17347725520431767,0.9714726291441789,1.0755589822667695,0.4510408635312259
Leon Chiwome,eng ENG,FW,Wolves,eng Premier League,18-124,3,2,174.0,0.0,0.0,2.0,0.0,86.4,0.0,1.0,0.0,0,0,2.0,6,25.0,0.0,0.0,1.0344827586206897,0.0,0.0,0.5172413793103449,0.0,1.0344827586206897
Tahith Chong,nl NED,MF,Luton Town,eng Premier League,24-161,32,19,1892.0,4.0,0.0,30.0,7.0,77.7,25.0,22.0,8.0,4,0,9.0,22,29.0,0.19027484143763215,0.0,1.427061310782241,0.33298097251585623,1.1892177589852009,1.0465116279069768,0.3805496828752643,0.4281183932346723
Joris Chotard,fr FRA,MF,Montpellier,fr Ligue 1,22-232,30,29,2497.0,0.0,3.0,20.0,7.0,81.2,3.0,50.0,43.0,5,0,25.0,23,52.1,0.0,0.10812975570684821,0.7208650380456548,0.2523027633159792,0.10812975570684821,1.8021625951141371,1.5498598317981578,0.9010812975570686
Andreas Christensen,dk DEN,"DF,MF",Barcelona,es La Liga,28-033,26,25,1798.0,2.0,2.0,11.0,4.0,94.3,3.0,14.0,18.0,4,0,47.0,21,69.1,0.10011123470522804,0.10011123470522804,0.5506117908787542,0.20022246941045607,0.15016685205784205,0.7007786429365962,0.9010011123470523,2.352614015572859
Jacob Christensen,dk DEN,MF,Köln,de Bundesliga,22-323,7,2,219.0,0.0,0.0,1.0,0.0,77.6,1.0,6.0,4.0,1,0,0.0,5,0.0,0.0,0.0,0.410958904109589,0.0,0.410958904109589,2.4657534246575343,1.643835616438356,0.0
Oliver Christensen,dk DEN,GK,Fiorentina,it Serie A,25-052,4,4,360.0,0.0,0.0,0.0,0.0,76.8,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Christie,sct SCO,MF,Bournemouth,eng Premier League,29-081,36,34,2817.0,0.0,5.0,40.0,13.0,76.0,51.0,42.0,50.0,6,0,21.0,38,35.6,0.0,0.15974440894568692,1.2779552715654954,0.41533546325878595,1.6293929712460065,1.34185303514377,1.5974440894568689,0.670926517571885
Carney Chukwuemeka,eng ENG,"MF,FW",Chelsea,eng Premier League,20-206,9,2,227.0,1.0,1.0,3.0,2.0,85.8,2.0,4.0,0.0,2,0,1.0,3,25.0,0.39647577092511016,0.39647577092511016,1.1894273127753305,0.7929515418502203,0.7929515418502203,1.5859030837004406,0.0,0.39647577092511016
Samuel Chukwueze,ng NGA,FW,Milan,it Serie A,24-357,24,12,1017.0,1.0,3.0,28.0,8.0,78.4,21.0,7.0,6.0,1,0,9.0,17,34.6,0.08849557522123894,0.2654867256637168,2.47787610619469,0.7079646017699115,1.8584070796460177,0.6194690265486725,0.5309734513274336,0.7964601769911505
Víctor Chust,es ESP,DF,Cádiz,es La Liga,24-069,20,20,1701.0,0.0,1.0,4.0,0.0,80.0,1.0,16.0,11.0,3,1,23.0,23,50.0,0.0,0.05291005291005291,0.21164021164021163,0.0,0.05291005291005291,0.8465608465608465,0.582010582010582,1.216931216931217
Pathé Ciss,sn SEN,MF,Rayo Vallecano,es La Liga,30-058,28,14,1489.0,1.0,0.0,20.0,7.0,83.2,16.0,20.0,26.0,10,0,45.0,35,56.3,0.06044325050369376,0.0,1.2088650100738751,0.4231027535258563,0.9670920080591001,1.2088650100738751,1.5715245130960378,2.719946272666219
Djaoui Cissé,fr FRA,MF,Rennes,fr Ligue 1,20-103,2,0,4.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ibrahim Cissoko,nl NED,"FW,MF",Toulouse,fr Ligue 1,21-048,11,2,241.0,1.0,1.0,8.0,4.0,76.7,17.0,3.0,1.0,1,0,0.0,5,0.0,0.37344398340248963,0.37344398340248963,2.987551867219917,1.4937759336099585,6.348547717842323,1.120331950207469,0.37344398340248963,0.0
Giorgio Cittadini,it ITA,DF,Monza,it Serie A,22-025,1,0,15.0,0.0,0.0,0.0,0.0,83.3,0.0,1.0,0.0,1,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
Giorgio Cittadini,it ITA,DF,Genoa,it Serie A,22-025,4,0,30.0,0.0,0.0,0.0,0.0,58.8,0.0,3.0,2.0,0,0,1.0,2,33.3,0.0,0.0,0.0,0.0,0.0,9.0,6.0,3.0
Patrick Ciurria,it ITA,"DF,MF",Monza,it Serie A,29-094,22,18,1598.0,0.0,1.0,28.0,7.0,78.2,9.0,18.0,9.0,2,0,7.0,9,43.8,0.0,0.056320400500625784,1.5769712140175218,0.39424280350438046,0.506883604505632,1.013767209011264,0.506883604505632,0.39424280350438046
Bobby Clark,eng ENG,MF,Liverpool,eng Premier League,19-096,5,1,89.0,0.0,0.0,2.0,0.0,77.6,0.0,1.0,1.0,0,0,0.0,0,0,0.0,0.0,2.0224719101123596,0.0,0.0,1.0112359550561798,1.0112359550561798,0.0
Jordan Clark,eng ENG,MF,Luton Town,eng Premier League,30-234,22,13,1235.0,1.0,1.0,14.0,4.0,71.8,11.0,17.0,10.0,3,0,16.0,15,51.6,0.0728744939271255,0.0728744939271255,1.0202429149797572,0.291497975708502,0.8016194331983805,1.2388663967611337,0.728744939271255,1.165991902834008
Alexis Claude-Maurice,fr FRA,MF,Nice,fr Ligue 1,25-342,17,3,440.0,0.0,0.0,16.0,6.0,78.9,15.0,5.0,4.0,0,0,3.0,3,50.0,0.0,0.0,3.2727272727272725,1.2272727272727273,3.068181818181818,1.0227272727272727,0.8181818181818181,0.6136363636363636
Jonathan Clauss,fr FRA,DF,Marseille,fr Ligue 1,31-231,25,23,1913.0,3.0,2.0,24.0,6.0,75.3,18.0,19.0,32.0,2,1,12.0,19,38.7,0.1411395713538944,0.09409304756926293,1.1291165708311552,0.2822791427077888,0.8468374281233665,0.8938839519079979,1.5054887611082068,0.5645582854155776
Silvi Clúa,es ESP,MF,Girona,es La Liga,19-105,1,0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nathaniel Clyne,eng ENG,DF,Crystal Palace,eng Premier League,33-038,18,13,1248.0,0.0,0.0,4.0,0.0,81.1,6.0,15.0,10.0,0,0,13.0,8,61.9,0.0,0.0,0.28846153846153844,0.0,0.4326923076923077,1.0817307692307694,0.721153846153846,0.9375
Marcus Coco,fr FRA,"DF,FW",Nantes,fr Ligue 1,27-324,27,17,1391.0,1.0,0.0,8.0,2.0,73.7,12.0,24.0,20.0,2,0,23.0,20,53.5,0.06470165348670022,0.0,0.5176132278936018,0.12940330697340044,0.7764198418404026,1.5528396836808052,1.2940330697340043,1.488138030194105
Saúl Coco,gq EQG,DF,Las Palmas,es La Liga,25-094,27,23,2025.0,1.0,0.0,19.0,4.0,88.5,3.0,17.0,19.0,5,1,52.0,31,62.7,0.044444444444444446,0.0,0.8444444444444444,0.17777777777777778,0.13333333333333333,0.7555555555555555,0.8444444444444444,2.311111111111111
Séamus Coleman,ie IRL,DF,Everton,eng Premier League,35-215,11,6,575.0,0.0,0.0,0.0,0.0,68.3,6.0,14.0,6.0,0,0,1.0,3,25.0,0.0,0.0,0.0,0.0,0.9391304347826088,2.1913043478260867,0.9391304347826088,0.1565217391304348
Maxime Colin,fr FRA,DF,Metz,fr Ligue 1,32-180,21,21,1742.0,0.0,0.0,6.0,0.0,71.5,11.0,23.0,20.0,3,0,23.0,13,63.9,0.0,0.0,0.3099885189437428,0.0,0.5683122847301951,1.188289322617681,1.0332950631458095,1.188289322617681
Nathan Collins,ie IRL,DF,Brentford,eng Premier League,23-013,32,29,2652.0,1.0,1.0,10.0,2.0,81.3,11.0,20.0,44.0,3,0,73.0,35,67.6,0.03393665158371041,0.03393665158371041,0.3393665158371041,0.06787330316742082,0.3733031674208145,0.6787330316742082,1.493212669683258,2.47737556561086
Nnamdi Collins,de GER,DF,Eint Frankfurt,de Bundesliga,20-124,2,1,90.0,0.0,0.0,0.0,0.0,81.3,1.0,0.0,2.0,0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
Lorenzo Colombo,it ITA,FW,Monza,it Serie A,22-066,25,16,1359.0,4.0,1.0,37.0,10.0,70.3,12.0,12.0,0.0,3,0,19.0,64,22.9,0.26490066225165565,0.06622516556291391,2.4503311258278146,0.6622516556291391,0.7947019867549668,0.7947019867549668,0.0,1.2582781456953642
Andrea Colpani,it ITA,"MF,FW",Monza,it Serie A,25-002,35,33,2441.0,8.0,4.0,60.0,19.0,76.2,26.0,14.0,14.0,1,0,8.0,22,26.7,0.2949610815239656,0.1474805407619828,2.2122081114297423,0.7005325686194183,0.9586235149528882,0.5161818926669398,0.5161818926669398,0.2949610815239656
Levi Colwill,eng ENG,DF,Chelsea,eng Premier League,21-077,23,20,1797.0,1.0,1.0,11.0,3.0,83.0,9.0,30.0,26.0,2,0,43.0,20,68.3,0.05008347245409015,0.05008347245409015,0.5509181969949917,0.15025041736227046,0.4507512520868113,1.5025041736227045,1.3021702838063438,2.1535893155258763
Kingsley Coman,fr FRA,FW,Bayern Munich,de Bundesliga,27-335,17,15,1113.0,3.0,3.0,34.0,8.0,81.6,29.0,7.0,2.0,1,0,6.0,5,54.5,0.24258760107816713,0.24258760107816713,2.7493261455525606,0.646900269541779,2.3450134770889486,0.5660377358490566,0.16172506738544476,0.48517520215633425
Eray Cömert,ch SUI,DF,Nantes,fr Ligue 1,26-099,24,22,1905.0,2.0,0.0,9.0,3.0,89.1,1.0,27.0,33.0,5,0,14.0,27,34.1,0.09448818897637795,0.0,0.4251968503937008,0.14173228346456693,0.047244094488188976,1.2755905511811023,1.5590551181102361,0.6614173228346456
Santi Comesaña,es ESP,MF,Villarreal,es La Liga,27-221,24,17,1393.0,2.0,0.0,14.0,6.0,86.9,16.0,19.0,20.0,8,2,26.0,24,52.0,0.12921751615218952,0.0,0.9045226130653267,0.38765254845656855,1.0337401292175161,1.2275664034458005,1.292175161521895,1.6798277099784638
Pietro Comuzzo,it ITA,"DF,FW",Fiorentina,it Serie A,19-083,4,0,43.0,0.0,0.0,0.0,0.0,71.1,0.0,1.0,1.0,1,0,8.0,3,72.7,0.0,0.0,0.0,0.0,0.0,2.0930232558139537,2.0930232558139537,16.74418604651163
Alois Confais,fr FRA,FW,Le Havre,fr Ligue 1,27-249,1,0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andrea Consigli,it ITA,GK,Sassuolo,it Serie A,37-107,34,34,3060.0,0.0,0.0,0.0,0.0,68.2,0.0,0.0,1.0,1,0,7.0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029411764705882353,0.2058823529411765
Bambasé Conté,de GER,"MF,FW",Hoffenheim,de Bundesliga,20-311,7,0,48.0,0.0,0.0,3.0,0.0,79.2,2.0,3.0,0.0,0,0,1.0,1,50.0,0.0,0.0,5.625,0.0,3.75,5.625,0.0,1.875
Nikita Contini Baranovsky,it ITA,GK,Napoli,it Serie A,27-358,1,0,17.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lewis Cook,eng ENG,MF,Bournemouth,eng Premier League,27-100,32,31,2696.0,0.0,3.0,11.0,4.0,76.1,21.0,40.0,62.0,5,1,41.0,28,59.4,0.0,0.10014836795252226,0.36721068249258165,0.13353115727002968,0.7010385756676558,1.3353115727002969,2.06973293768546,1.368694362017804
Copete,es ESP,DF,Mallorca,es La Liga,24-216,17,16,1250.0,1.0,0.0,6.0,1.0,77.4,4.0,24.0,28.0,6,0,19.0,14,57.6,0.07200000000000001,0.0,0.43199999999999994,0.07200000000000001,0.28800000000000003,1.7279999999999998,2.016,1.368
Diego Coppola,it ITA,DF,Hellas Verona,it Serie A,20-137,22,16,1454.0,2.0,0.0,11.0,2.0,77.5,0.0,21.0,21.0,9,0,74.0,42,63.8,0.12379642365887208,0.0,0.6808803301237965,0.12379642365887208,0.0,1.299862448418157,1.299862448418157,4.580467675378267
Francis Coquelin,fr FRA,MF,Villarreal,es La Liga,33-000,16,10,865.0,0.0,0.0,3.0,0.0,87.6,3.0,10.0,16.0,4,0,11.0,10,52.4,0.0,0.0,0.31213872832369943,0.0,0.31213872832369943,1.0404624277456647,1.6647398843930636,1.1445086705202312
Tommaso Corazza,it ITA,DF,Bologna,it Serie A,19-319,8,1,190.0,0.0,0.0,1.0,0.0,82.3,0.0,4.0,5.0,1,0,0.0,1,0.0,0.0,0.0,0.47368421052631576,0.0,0.0,1.894736842105263,2.3684210526315788,0.0
Theo Corbeanu,ca CAN,"MF,DF",Granada,es La Liga,21-362,8,1,137.0,1.0,0.0,5.0,2.0,66.0,1.0,1.0,1.0,1,0,1.0,0,100.0,0.656934306569343,0.0,3.284671532846715,1.313868613138686,0.656934306569343,0.656934306569343,0.656934306569343,0.656934306569343
Jeppe Corfitzen,dk DEN,FW,Lecce,it Serie A,19-136,1,0,9.0,0.0,0.0,0.0,0.0,66.7,0.0,0.0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jack Cork,eng ENG,MF,Burnley,eng Premier League,34-323,3,0,19.0,0.0,0.0,0.0,0.0,66.7,0.0,0.0,0.0,0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maxwel Cornet,ci CIV,"MF,FW",West Ham,eng Premier League,27-229,7,1,112.0,1.0,0.0,4.0,1.0,73.5,0.0,2.0,2.0,0,0,0.0,5,0.0,0.8035714285714285,0.0,3.214285714285714,0.8035714285714285,0.0,1.607142857142857,1.607142857142857,0.0
Giacomo Corona,it ITA,FW,Empoli,it Serie A,20-079,1,0,5.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jesús Corona,mx MEX,"MF,DF",Sevilla,es La Liga,31-128,2,0,17.0,0.0,0.0,0.0,0.0,64.3,1.0,0.0,1.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,5.294117647058823,0.0,5.294117647058823,0.0
Ángel Correa,ar ARG,"FW,MF",Atlético Madrid,es La Liga,29-065,29,11,1339.0,9.0,2.0,37.0,19.0,73.5,24.0,12.0,1.0,3,0,5.0,12,29.4,0.6049290515309933,0.13442867811799852,2.486930545182972,1.2770724421209858,1.613144137415982,0.806572068707991,0.06721433905899926,0.33607169529499625
Joaquín Correa,ar ARG,"FW,MF",Marseille,fr Ligue 1,29-274,12,6,430.0,0.0,0.0,4.0,2.0,78.4,5.0,5.0,1.0,2,0,5.0,6,45.5,0.0,0.0,0.8372093023255813,0.41860465116279066,1.0465116279069768,1.0465116279069768,0.20930232558139533,1.0465116279069768
Thierry Correia,pt POR,DF,Valencia,es La Liga,25-065,28,23,1971.0,0.0,2.0,5.0,2.0,75.8,20.0,33.0,33.0,3,1,16.0,31,34.0,0.0,0.091324200913242,0.228310502283105,0.091324200913242,0.91324200913242,1.506849315068493,1.506849315068493,0.730593607305936
Oscar Cortés,co COL,"FW,MF",Lens,fr Ligue 1,20-162,4,0,44.0,1.0,1.0,1.0,1.0,69.2,0.0,0.0,0.0,0,0,1.0,2,33.3,2.0454545454545454,2.0454545454545454,2.0454545454545454,2.0454545454545454,0.0,0.0,0.0,2.0454545454545454
Danny da Costa,de GER,DF,Mainz 05,de Bundesliga,30-305,19,9,830.0,0.0,1.0,6.0,1.0,67.4,7.0,9.0,16.0,1,0,10.0,20,33.3,0.0,0.10843373493975905,0.6506024096385542,0.10843373493975905,0.7590361445783133,0.9759036144578314,1.7349397590361448,1.0843373493975905
David Pereira da Costa,pt POR,MF,Lens,fr Ligue 1,23-129,24,16,1404.0,4.0,2.0,26.0,12.0,77.4,15.0,9.0,16.0,3,0,5.0,9,35.7,0.25641025641025644,0.12820512820512822,1.6666666666666665,0.7692307692307693,0.9615384615384616,0.5769230769230769,1.0256410256410258,0.32051282051282054
Jaume Costa,es ESP,DF,Mallorca,es La Liga,36-056,27,17,1509.0,0.0,1.0,5.0,2.0,73.1,8.0,19.0,15.0,7,0,11.0,14,44.0,0.0,0.05964214711729622,0.2982107355864811,0.11928429423459244,0.47713717693836977,1.1332007952286283,0.8946322067594433,0.6560636182902585
João Costa,br BRA,"MF,DF",Roma,it Serie A,19-046,2,0,11.0,0.0,0.0,0.0,0.0,71.4,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Logan Costa,cv CPV,DF,Toulouse,fr Ligue 1,23-042,30,28,2560.0,1.0,1.0,14.0,4.0,83.5,6.0,24.0,21.0,6,0,63.0,32,66.3,0.03515625,0.03515625,0.49218749999999994,0.140625,0.2109375,0.84375,0.73828125,2.21484375
Samu Costa,pt POR,MF,Mallorca,es La Liga,23-168,32,25,2243.0,1.0,1.0,21.0,3.0,76.5,12.0,50.0,36.0,8,0,58.0,30,65.9,0.04012483281319661,0.04012483281319661,0.8426214890771289,0.12037449843958983,0.48149799375835933,2.0062416406598307,1.4444939812750779,2.3272403031654036
Benoît Costil,fr FRA,GK,Salernitana,it Serie A,36-315,13,13,1170.0,0.0,0.0,0.0,0.0,60.3,0.0,1.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.0
Grégoire Coudert,fr FRA,GK,Brest,fr Ligue 1,25-040,3,2,181.0,0.0,0.0,0.0,0.0,68.8,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vladimír Coufal,cz CZE,DF,West Ham,eng Premier League,31-265,35,35,3042.0,0.0,7.0,8.0,2.0,69.2,12.0,38.0,42.0,7,1,39.0,35,52.7,0.0,0.20710059171597633,0.2366863905325444,0.0591715976331361,0.3550295857988166,1.1242603550295858,1.242603550295858,1.1538461538461537
Lassana Coulibaly,ml MLI,MF,Salernitana,it Serie A,28-033,26,23,1947.0,0.0,1.0,13.0,3.0,84.6,15.0,32.0,15.0,5,0,27.0,32,45.8,0.0,0.046224961479198766,0.6009244992295839,0.13867488443759632,0.6933744221879815,1.4791987673343605,0.6933744221879815,1.2480739599383668
Mamadou Coulibaly,sn SEN,DF,Salernitana,it Serie A,25-100,1,0,3.0,0.0,0.0,0.0,0.0,33.3,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mamadou Coulibaly,fr FRA,MF,Monaco,fr Ligue 1,20-022,4,0,73.0,0.0,0.0,1.0,0.0,77.8,1.0,3.0,0.0,0,0,2.0,0,100.0,0.0,0.0,1.2328767123287672,0.0,1.2328767123287672,3.698630136986301,0.0,2.4657534246575343
Tanguy Coulibaly,fr FRA,"FW,MF",Montpellier,fr Ligue 1,23-085,15,6,565.0,1.0,0.0,15.0,7.0,78.3,15.0,10.0,2.0,2,0,6.0,9,40.0,0.1592920353982301,0.0,2.3893805309734515,1.1150442477876106,2.3893805309734515,1.592920353982301,0.3185840707964602,0.9557522123893805
Thibaut Courtois,be BEL,GK,Real Madrid,es La Liga,32-002,2,2,180.0,0.0,0.0,0.0,0.0,88.6,0.0,0.0,0.0,0,0,1.0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
Philippe Coutinho,br BRA,"MF,FW",Aston Villa,eng Premier League,31-336,2,0,25.0,0.0,0.0,3.0,1.0,83.3,4.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,10.799999999999999,3.6,14.4,0.0,0.0,0.0
Yan Couto,br BRA,"DF,FW",Girona,es La Liga,21-345,33,24,2204.0,1.0,8.0,29.0,11.0,78.1,47.0,32.0,10.0,8,0,4.0,13,23.5,0.04083484573502722,0.32667876588021777,1.1842105263157894,0.44918330308529947,1.9192377495462796,1.306715063520871,0.40834845735027225,0.16333938294010888
Nicolas Cozza,fr FRA,DF,Nantes,fr Ligue 1,25-126,12,9,819.0,0.0,0.0,5.0,0.0,72.5,2.0,22.0,13.0,2,0,7.0,12,36.8,0.0,0.0,0.5494505494505495,0.0,0.21978021978021978,2.417582417582418,1.4285714285714284,0.7692307692307693
Nicolas Cozza,fr FRA,DF,Wolfsburg,de Bundesliga,25-126,6,3,276.0,0.0,0.0,1.0,0.0,76.6,4.0,6.0,4.0,1,0,3.0,9,25.0,0.0,0.0,0.32608695652173914,0.0,1.3043478260869565,1.9565217391304348,1.3043478260869565,0.9782608695652174
Alessio Cragno,it ITA,GK,Sassuolo,it Serie A,29-320,2,2,180.0,0.0,0.0,0.0,0.0,62.1,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Crespo,pt POR,MF,Rayo Vallecano,es La Liga,27-245,12,4,435.0,0.0,0.0,2.0,0.0,85.5,11.0,9.0,8.0,3,0,7.0,4,63.6,0.0,0.0,0.41379310344827586,0.0,2.2758620689655173,1.8620689655172413,1.6551724137931034,1.4482758620689655
Aaron Cresswell,eng ENG,"DF,FW",West Ham,eng Premier League,34-150,10,3,346.0,0.0,0.0,0.0,0.0,81.8,0.0,2.0,3.0,1,0,6.0,2,75.0,0.0,0.0,0.0,0.0,0.0,0.5202312138728323,0.7803468208092484,1.5606936416184969
Bryan Cristante,it ITA,"MF,DF",Roma,it Serie A,29-071,35,35,3109.0,3.0,4.0,48.0,7.0,81.5,17.0,39.0,22.0,8,0,82.0,59,58.2,0.08684464458025089,0.11579285944033452,1.3895143132840142,0.20263750402058542,0.49211965262142165,1.1289803795432616,0.6368607269218398,2.3737536185268575
Cristian,es ESP,GK,Valencia,es La Liga,26-053,1,0,57.0,0.0,0.0,0.0,0.0,72.2,0.0,0.0,0.0,0,0,1.0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5789473684210527
Juan Cruz Armada,es ESP,DF,Osasuna,es La Liga,31-290,25,17,1577.0,0.0,1.0,2.0,0.0,76.0,3.0,13.0,11.0,3,0,20.0,15,57.1,0.0,0.05707038681039949,0.11414077362079898,0.0,0.17121116043119847,0.7419150285351933,0.6277742549143944,1.14140773620799
Juan Cruz,ar ARG,"FW,MF",Hellas Verona,it Serie A,24-299,4,1,109.0,0.0,0.0,1.0,0.0,66.7,1.0,2.0,1.0,0,0,1.0,3,25.0,0.0,0.0,0.8256880733944955,0.0,0.8256880733944955,1.651376146788991,0.8256880733944955,0.8256880733944955
Juan Cruz,es ESP,FW,Betis,es La Liga,24-018,5,0,76.0,0.0,0.0,2.0,0.0,75.0,4.0,0.0,0.0,0,0,1.0,0,100.0,0.0,0.0,2.3684210526315788,0.0,4.7368421052631575,0.0,0.0,1.1842105263157894
Juan Cuadrado,co COL,DF,Inter,it Serie A,35-353,9,0,232.0,0.0,2.0,4.0,0.0,83.2,1.0,3.0,1.0,1,0,0.0,0,0,0.0,0.7758620689655172,1.5517241379310345,0.0,0.3879310344827586,1.1637931034482758,0.3879310344827586,0.0
Pau Cubarsí,es ESP,DF,Barcelona,es La Liga,17-112,15,14,1227.0,0.0,0.0,3.0,0.0,91.1,3.0,12.0,10.0,3,0,22.0,22,50.0,0.0,0.0,0.2200488997555012,0.0,0.2200488997555012,0.8801955990220048,0.7334963325183373,1.6136919315403422
Marc Cucurella,es ESP,DF,Chelsea,eng Premier League,25-296,19,18,1602.0,0.0,1.0,8.0,4.0,86.3,3.0,34.0,21.0,9,0,19.0,14,57.6,0.0,0.056179775280898875,0.449438202247191,0.2247191011235955,0.16853932584269662,1.9101123595505618,1.1797752808988764,1.0674157303370786
Jorge Cuenca,es ESP,DF,Villarreal,es La Liga,24-178,26,18,1792.0,3.0,1.0,19.0,7.0,83.8,6.0,25.0,21.0,7,0,60.0,36,62.5,0.15066964285714285,0.05022321428571428,0.9542410714285715,0.3515625,0.3013392857142857,1.2555803571428572,1.0546875,3.013392857142857
Josh Cullen,ie IRL,MF,Burnley,eng Premier League,28-036,24,22,1975.0,1.0,3.0,13.0,3.0,84.9,3.0,27.0,14.0,9,0,19.0,23,45.2,0.04556962025316456,0.13670886075949368,0.5924050632911392,0.13670886075949368,0.13670886075949368,1.230379746835443,0.6379746835443038,0.8658227848101266
Matheus Cunha,br BRA,"FW,MF",Wolves,eng Premier League,24-352,31,28,2363.0,12.0,7.0,71.0,36.0,79.3,62.0,16.0,13.0,9,0,16.0,43,27.1,0.45704612780363946,0.2666102412187897,2.7041895895048667,1.3711383834109183,2.361404993652137,0.6093948370715193,0.4951333051206094,0.6093948370715193
Marvin Cuni,al ALB,FW,Frosinone,it Serie A,22-308,20,6,523.0,1.0,0.0,9.0,2.0,71.4,3.0,3.0,1.0,0,0,16.0,32,33.3,0.17208413001912046,0.0,1.5487571701720841,0.3441682600382409,0.5162523900573613,0.5162523900573613,0.17208413001912046,2.7533460803059273
Eric Curbelo,es ESP,DF,Las Palmas,es La Liga,30-120,1,1,90.0,0.0,0.0,0.0,0.0,96.2,0.0,1.0,2.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
