Player,Nation,Position,Squad,Competition,Age,Matches Played,Starts,Minutes Played,Goals,Assists,Shots,Shots on Target,Pass Completion %,Dribbles Completed,Tackles Won,Interceptions,Yellow Cards,Red Cards,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won %,Goals per 90,Assists per 90,Shots per 90,Shots on Target per 90,Dribbles Completed per 90,Tackles Won per 90,Interceptions per 90,Aerial Duels Won per 90
Luca Caldirola,it ITA,DF,Monza,it Serie A,33-102,28,23,2096.0,1.0,1.0,9.0,2.0,90.6,1.0,13.0,29.0,7,1,30.0,23,56.6,0.04293893129770992,0.04293893129770992,0.38645038167938933,0.08587786259541984,0.04293893129770992,0.558206106870229,1.245229007633588,1.2881679389312977
Duje Ćaleta-Car,hr CRO,DF,Lyon,fr Ligue 1,27-239,23,21,1903.0,0.0,0.0,6.0,1.0,87.4,1.0,11.0,17.0,2,1,51.0,15,77.3,0.0,0.0,0.2837624802942722,0.04729374671571203,0.04729374671571203,0.5202312138728323,0.8039936941671046,2.4119810825013137
Hakan Çalhanoğlu,tr TUR,MF,Inter,it Serie A,30-095,30,30,2390.0,13.0,3.0,49.0,12.0,88.2,7.0,31.0,21.0,5,0,24.0,17,58.5,0.48953974895397484,0.11297071129707113,1.8451882845188283,0.45188284518828453,0.26359832635983266,1.1673640167364017,0.7907949790794979,0.9037656903765691
José Callejón,es ESP,"MF,FW",Granada,es La Liga,37-092,23,7,713.0,0.0,1.0,10.0,4.0,76.8,2.0,5.0,5.0,0,0,7.0,10,41.2,0.0,0.12622720897615708,1.262272089761571,0.5049088359046283,0.25245441795231416,0.6311360448807855,0.6311360448807855,0.8835904628330995
Dominic Calvert-Lewin,eng ENG,FW,Everton,eng Premier League,27-058,31,25,2097.0,7.0,2.0,67.0,27.0,56.1,13.0,6.0,4.0,2,0,135.0,142,48.7,0.30042918454935624,0.08583690987124463,2.875536480686695,1.1587982832618027,0.5579399141630901,0.2575107296137339,0.17167381974248927,5.793991416309012
Lamine Camara,sn SEN,MF,Metz,fr Ligue 1,20-133,30,25,2165.0,1.0,4.0,28.0,8.0,72.8,23.0,41.0,28.0,3,0,11.0,25,30.6,0.04157043879907621,0.16628175519630484,1.163972286374134,0.3325635103926097,0.9561200923787528,1.7043879907621247,1.163972286374134,0.4572748267898384
Mahdi Camara,fr FRA,MF,Brest,fr Ligue 1,25-318,31,25,1930.0,6.0,2.0,38.0,12.0,81.4,15.0,38.0,25.0,7,0,32.0,29,52.5,0.27979274611398963,0.09326424870466321,1.7720207253886011,0.5595854922279793,0.6994818652849741,1.7720207253886011,1.16580310880829,1.4922279792746114
Mohamed Camara,ml MLI,MF,Monaco,fr Ligue 1,24-128,19,13,958.0,0.0,1.0,13.0,3.0,91.4,9.0,19.0,11.0,4,0,7.0,8,46.7,0.0,0.0939457202505219,1.221294363256785,0.2818371607515658,0.8455114822546972,1.7849686847599167,1.033402922755741,0.6576200417536534
Francesco Camarda,it ITA,FW,Milan,it Serie A,16-064,2,0,14.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eduardo Camavinga,fr FRA,"MF,DF",Real Madrid,es La Liga,21-185,28,19,1652.0,0.0,1.0,17.0,7.0,90.6,32.0,44.0,28.0,8,0,17.0,13,56.7,0.0,0.05447941888619855,0.9261501210653753,0.3813559322033898,1.7433414043583535,2.3970944309927362,1.5254237288135593,0.9261501210653753
Nicolò Cambiaghi,it ITA,"FW,MF",Empoli,it Serie A,23-137,35,29,2529.0,1.0,1.0,70.0,17.0,69.5,29.0,38.0,14.0,3,0,9.0,24,27.3,0.03558718861209965,0.03558718861209965,2.491103202846975,0.604982206405694,1.0320284697508897,1.3523131672597863,0.498220640569395,0.32028469750889677
Andrea Cambiaso,it ITA,"DF,FW",Juventus,it Serie A,24-083,33,27,2327.0,2.0,3.0,29.0,8.0,83.7,26.0,30.0,11.0,9,0,13.0,16,44.8,0.07735281478298238,0.11602922217447356,1.1216158143532446,0.3094112591319295,1.005586592178771,1.1602922217447358,0.42544048130640305,0.5027932960893855
Axel Camblan,fr FRA,FW,Brest,fr Ligue 1,20-257,7,0,90.0,0.0,0.0,2.0,0.0,81.8,3.0,1.0,0.0,2,0,1.0,6,14.3,0.0,0.0,2.0,0.0,3.0,1.0,0.0,1.0
Sergio Camello,es ESP,FW,Rayo Vallecano,es La Liga,23-093,29,18,1519.0,3.0,1.0,30.0,12.0,71.3,16.0,5.0,2.0,3,0,13.0,37,26.0,0.17774851876234365,0.05924950625411455,1.7774851876234365,0.7109940750493746,0.9479921000658328,0.29624753127057274,0.1184990125082291,0.7702435813034891
José Campaña,es ESP,MF,Las Palmas,es La Liga,30-348,6,1,152.0,0.0,0.0,1.0,0.0,83.9,1.0,2.0,2.0,0,0,2.0,0,100.0,0.0,0.0,0.5921052631578947,0.0,0.5921052631578947,1.1842105263157894,1.1842105263157894,1.1842105263157894
Emre Can,de GER,"MF,DF",Dortmund,de Bundesliga,30-122,24,21,1863.0,2.0,2.0,14.0,1.0,87.3,14.0,43.0,22.0,5,0,29.0,21,58.0,0.0966183574879227,0.0966183574879227,0.6763285024154589,0.04830917874396135,0.6763285024154589,2.077294685990338,1.0628019323671498,1.4009661835748792
Matteo Cancellieri,it ITA,"FW,MF",Empoli,it Serie A,22-091,34,16,1618.0,3.0,2.0,34.0,8.0,58.3,36.0,21.0,6.0,7,0,29.0,62,31.9,0.16687268232385663,0.11124845488257107,1.8912237330037085,0.4449938195302843,2.0024721878862795,1.1681087762669962,0.33374536464771326,1.6131025957972804
João Cancelo,pt POR,DF,Barcelona,es La Liga,29-352,28,26,2222.0,2.0,3.0,30.0,8.0,82.1,56.0,41.0,27.0,5,0,22.0,22,50.0,0.081008100810081,0.12151215121512152,1.215121512151215,0.324032403240324,2.2682268226822684,1.6606660666066606,1.0936093609360935,0.8910891089108911
Fali Candé,gw GNB,DF,Metz,fr Ligue 1,26-110,25,20,1849.0,0.0,1.0,13.0,7.0,78.5,7.0,20.0,20.0,4,0,30.0,21,58.8,0.0,0.048674959437533805,0.6327744726879394,0.34072471606273663,0.34072471606273663,0.9734991887506761,0.9734991887506761,1.460248783126014
Antonio Candreva,it ITA,"MF,FW",Salernitana,it Serie A,37-075,32,31,2645.0,6.0,6.0,59.0,20.0,72.5,15.0,13.0,7.0,5,0,0.0,1,0.0,0.2041587901701323,0.2041587901701323,2.007561436672968,0.6805293005671078,0.5103969754253308,0.44234404536862,0.23818525519848774,0.0
Thomas Cannon,ie IRL,FW,Everton,eng Premier League,21-137,1,0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sergi Canós,es ESP,"MF,FW",Valencia,es La Liga,27-101,24,13,1031.0,1.0,2.0,33.0,13.0,62.1,15.0,9.0,10.0,0,0,11.0,8,57.9,0.08729388942774007,0.17458777885548013,2.880698351115422,1.1348205625606207,1.3094083414161009,0.7856450048496605,0.8729388942774007,0.9602327837051406
Luigi Canotto,it ITA,FW,Frosinone,it Serie A,29-360,1,0,16.0,0.0,0.0,0.0,0.0,66.7,1.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,5.625,0.0,0.0,0.0
Gino Caoki,fr FRA,MF,Lorient,fr Ligue 1,19-301,1,0,7.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Étienne Capoue,fr FRA,MF,Villarreal,es La Liga,35-307,30,15,1427.0,1.0,1.0,13.0,5.0,85.9,21.0,18.0,22.0,8,0,21.0,19,52.5,0.06306937631394534,0.06306937631394534,0.8199018920812895,0.3153468815697267,1.324456902592852,1.1352487736510162,1.3875262789067975,1.324456902592852
Gianluca Caprari,it ITA,"MF,FW",Monza,it Serie A,30-288,5,4,260.0,0.0,0.0,6.0,0.0,78.8,3.0,1.0,2.0,0,0,0.0,4,0.0,0.0,0.0,2.076923076923077,0.0,1.0384615384615385,0.34615384615384615,0.6923076923076923,0.0
Elia Caprile,it ITA,GK,Empoli,it Serie A,22-262,21,21,1890.0,0.0,0.0,0.0,0.0,67.2,0.0,0.0,0.0,0,0,10.0,2,83.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47619047619047616
Francesco Caputo,it ITA,FW,Empoli,it Serie A,36-281,19,15,1244.0,3.0,0.0,22.0,9.0,75.8,5.0,0.0,1.0,0,0,12.0,22,35.3,0.21704180064308684,0.0,1.5916398713826367,0.6511254019292604,0.3617363344051447,0.0,0.07234726688102894,0.8681672025723474
Maxence Caqueret,fr FRA,MF,Lyon,fr Ligue 1,24-088,33,33,2932.0,1.0,3.0,23.0,9.0,82.8,50.0,62.0,46.0,1,0,9.0,12,42.9,0.030695770804911322,0.09208731241473396,0.7060027285129605,0.2762619372442019,1.534788540245566,1.9031377899045019,1.412005457025921,0.2762619372442019
Andrea Carboni,it ITA,DF,Monza,it Serie A,23-099,21,16,1487.0,1.0,0.0,18.0,4.0,85.3,3.0,22.0,17.0,1,0,21.0,17,55.3,0.0605245460659045,0.0,1.089441829186281,0.242098184263618,0.18157363819771352,1.3315400134498991,1.0289172831203766,1.2710154673839946
Valentin Carboni,ar ARG,"MF,FW",Monza,it Serie A,19-069,28,9,1035.0,2.0,3.0,20.0,7.0,82.8,22.0,10.0,5.0,1,0,3.0,10,23.1,0.17391304347826086,0.2608695652173913,1.7391304347826086,0.6086956521739131,1.9130434782608696,0.8695652173913043,0.43478260869565216,0.2608695652173913
Isaac Carcelen,es ESP,DF,Cádiz,es La Liga,31-020,33,29,2601.0,0.0,0.0,9.0,2.0,73.2,13.0,31.0,27.0,2,0,22.0,36,37.9,0.0,0.0,0.31141868512110726,0.06920415224913495,0.44982698961937717,1.0726643598615917,0.9342560553633218,0.7612456747404844
Irvin Cardona,fr FRA,"MF,DF",Augsburg,de Bundesliga,26-279,3,0,54.0,0.0,0.0,3.0,0.0,53.3,0.0,1.0,0.0,1,0,1.0,2,33.3,0.0,0.0,5.0,0.0,0.0,1.6666666666666665,0.0,1.6666666666666665
Marc Cardona,es ESP,FW,Las Palmas,es La Liga,28-310,22,6,642.0,3.0,1.0,18.0,8.0,74.2,10.0,8.0,1.0,3,0,7.0,13,35.0,0.4205607476635514,0.14018691588785046,2.5233644859813085,1.1214953271028036,1.4018691588785046,1.1214953271028036,0.14018691588785046,0.9813084112149533
Sergi Cardona,es ESP,DF,Las Palmas,es La Liga,24-310,33,28,2634.0,1.0,2.0,24.0,4.0,80.5,16.0,53.0,44.0,11,0,49.0,35,58.3,0.03416856492027335,0.0683371298405467,0.8200455580865603,0.1366742596810934,0.5466970387243736,1.8109339407744873,1.5034168564920274,1.674259681093394
Johnny Cardoso,us USA,MF,Betis,es La Liga,22-236,14,13,1077.0,1.0,2.0,9.0,3.0,84.3,10.0,23.0,26.0,3,0,33.0,17,66.0,0.08356545961002786,0.1671309192200557,0.7520891364902508,0.25069637883008355,0.8356545961002785,1.9220055710306407,2.1727019498607243,2.7576601671309193
Igor Carioca,br BRA,"DF,MF",Lorient,fr Ligue 1,27-266,5,2,262.0,0.0,0.0,1.0,0.0,71.0,4.0,6.0,3.0,2,0,4.0,5,44.4,0.0,0.0,0.34351145038167935,0.0,1.3740458015267174,2.0610687022900764,1.0305343511450382,1.3740458015267174
Diego Carlos,br BRA,DF,Aston Villa,eng Premier League,31-059,25,18,1636.0,0.0,0.0,7.0,1.0,88.0,2.0,16.0,13.0,4,0,20.0,24,45.5,0.0,0.0,0.3850855745721271,0.0550122249388753,0.1100244498777506,0.8801955990220048,0.715158924205379,1.1002444987775062
Carmona,es ESP,"DF,MF",Getafe,es La Liga,22-105,27,13,1163.0,1.0,1.0,12.0,3.0,73.3,8.0,16.0,18.0,7,0,16.0,20,44.4,0.07738607050730868,0.07738607050730868,0.9286328460877042,0.23215821152192606,0.6190885640584695,1.238177128116939,1.3929492691315561,1.238177128116939
Marco Carnesecchi,it ITA,GK,Atalanta,it Serie A,23-317,25,25,2250.0,0.0,0.0,0.0,0.0,69.9,0.0,0.0,0.0,0,0,7.0,1,87.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27999999999999997
Yannick Carrasco,be BEL,DF,Atlético Madrid,es La Liga,30-252,3,3,221.0,0.0,1.0,2.0,1.0,73.9,5.0,4.0,1.0,0,0,0.0,1,0.0,0.0,0.40723981900452494,0.8144796380090499,0.40723981900452494,2.0361990950226243,1.6289592760180998,0.40723981900452494,0.0
Álvaro Carreras,es ESP,"MF,FW",Granada,es La Liga,21-051,13,5,475.0,0.0,0.0,7.0,1.0,76.1,7.0,8.0,7.0,1,0,10.0,5,66.7,0.0,0.0,1.3263157894736841,0.18947368421052632,1.3263157894736841,1.5157894736842106,1.3263157894736841,1.894736842105263
Rasmus Carstensen,dk DEN,"DF,FW",Köln,de Bundesliga,23-215,22,18,1623.0,0.0,0.0,9.0,4.0,71.7,13.0,21.0,20.0,2,1,15.0,19,44.1,0.0,0.0,0.49907578558225507,0.22181146025878004,0.7208872458410351,1.1645101663585953,1.1090573012939,0.8317929759704252
Antonin Cartillier,fr FRA,DF,Monaco,fr Ligue 1,19-325,1,0,8.0,0.0,0.0,0.0,0.0,33.3,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dani Carvajal,es ESP,DF,Real Madrid,es La Liga,32-123,26,23,2008.0,4.0,3.0,15.0,10.0,85.5,8.0,31.0,21.0,4,1,19.0,19,50.0,0.17928286852589642,0.1344621513944223,0.6723107569721116,0.448207171314741,0.35856573705179284,1.3894422310756973,0.9412350597609561,0.851593625498008
Fabio Carvalho,pt POR,MF,RB Leipzig,de Bundesliga,21-257,9,1,165.0,0.0,0.0,3.0,2.0,78.3,3.0,1.0,0.0,0,0,2.0,3,40.0,0.0,0.0,1.6363636363636362,1.0909090909090908,1.6363636363636362,0.5454545454545454,0.0,1.0909090909090908
William Carvalho,pt POR,MF,Betis,es La Liga,32-036,20,3,619.0,1.0,3.0,8.0,3.0,87.9,4.0,9.0,6.0,2,0,8.0,3,72.7,0.14539579967689822,0.43618739903069464,1.1631663974151858,0.43618739903069464,0.5815831987075929,1.308562197092084,0.8723747980613893,1.1631663974151858
Cesare Casadei,it ITA,"FW,MF",Chelsea,eng Premier League,21-124,9,0,76.0,0.0,0.0,0.0,0.0,81.7,2.0,1.0,0.0,0,0,11.0,2,84.6,0.0,0.0,0.0,0.0,2.3684210526315788,1.1842105263157894,0.0,13.026315789473685
Marc Casado,es ESP,MF,Barcelona,es La Liga,20-242,2,0,15.0,0.0,0.0,0.0,0.0,100.0,0.0,1.0,1.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0
Nicolò Casale,it ITA,DF,Lazio,it Serie A,26-089,19,15,1469.0,0.0,0.0,7.0,1.0,91.9,2.0,9.0,12.0,4,0,23.0,24,48.9,0.0,0.0,0.4288631722260041,0.06126616746085772,0.12253233492171545,0.5513955071477196,0.7351940095302927,1.4091218515997277
Casemiro,br BRA,"MF,DF",Manchester Utd,eng Premier League,32-080,23,22,1802.0,1.0,2.0,37.0,9.0,81.7,8.0,49.0,16.0,5,0,41.0,20,67.2,0.049944506104328525,0.09988901220865705,1.8479467258601554,0.44950055493895674,0.3995560488346282,2.447280799112098,0.7991120976692564,2.0477247502774696
Kaelan Casey,eng ENG,DF,West Ham,eng Premier League,19-198,1,0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,1.0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0
Matty Cash,pl POL,DF,Aston Villa,eng Premier League,26-280,29,23,2142.0,2.0,2.0,33.0,13.0,80.4,12.0,31.0,18.0,8,0,15.0,21,41.7,0.08403361344537816,0.08403361344537816,1.3865546218487395,0.546218487394958,0.5042016806722689,1.3025210084033614,0.7563025210084033,0.6302521008403361
Josué Casimir,fr FRA,"FW,DF",Le Havre,fr Ligue 1,22-232,29,24,1950.0,0.0,5.0,21.0,3.0,73.1,23.0,17.0,12.0,6,0,20.0,24,45.5,0.0,0.23076923076923078,0.9692307692307692,0.13846153846153847,1.0615384615384615,0.7846153846153846,0.5538461538461539,0.9230769230769231
Giuseppe Caso,it ITA,"FW,MF",Frosinone,it Serie A,25-156,14,2,417.0,0.0,0.0,7.0,4.0,84.8,15.0,3.0,0.0,2,0,0.0,2,0.0,0.0,0.0,1.5107913669064748,0.8633093525179856,3.237410071942446,0.6474820143884893,0.0,0.0
Cristian Cásseres Jr.,ve VEN,MF,Toulouse,fr Ligue 1,24-114,31,22,1856.0,1.0,3.0,15.0,3.0,81.5,11.0,34.0,27.0,1,0,15.0,25,37.5,0.04849137931034483,0.14547413793103448,0.7273706896551725,0.14547413793103448,0.533405172413793,1.648706896551724,1.3092672413793103,0.7273706896551725
Timothy Castagne,be BEL,DF,Fulham,eng Premier League,28-160,33,29,2633.0,1.0,3.0,14.0,4.0,81.2,17.0,24.0,38.0,3,0,35.0,32,52.2,0.034181541967337636,0.10254462590201291,0.47854158754272696,0.13672616786935055,0.5810862134447398,0.8203570072161033,1.2988985947588303,1.1963539688568172
Koen Casteels,be BEL,GK,Wolfsburg,de Bundesliga,31-323,24,24,2160.0,0.0,0.0,0.0,0.0,73.6,0.0,1.0,0.0,2,0,8.0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.04166666666666667,0.0,0.33333333333333337
Valentín Castellanos,ar ARG,FW,Lazio,it Serie A,25-223,33,14,1522.0,4.0,3.0,51.0,18.0,58.6,11.0,10.0,2.0,2,0,66.0,61,52.0,0.23653088042049936,0.1773981603153745,3.0157687253613665,1.064388961892247,0.6504599211563732,0.5913272010512484,0.11826544021024968,3.902759526938239
Jean-Charles Castelletto,cm CMR,DF,Nantes,fr Ligue 1,29-108,28,28,2464.0,2.0,0.0,10.0,6.0,85.6,8.0,26.0,32.0,5,0,51.0,32,61.4,0.07305194805194806,0.0,0.36525974025974023,0.21915584415584416,0.29220779220779225,0.9496753246753247,1.168831168831169,1.8628246753246753
Samu Castillejo,es ESP,"FW,MF",Sassuolo,it Serie A,29-116,17,6,536.0,0.0,0.0,6.0,2.0,75.3,9.0,10.0,1.0,2,0,2.0,9,18.2,0.0,0.0,1.007462686567164,0.33582089552238803,1.5111940298507462,1.6791044776119401,0.16791044776119401,0.33582089552238803
Jonny Castro,es ESP,MF,Wolves,eng Premier League,30-071,1,0,5.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Santiago Castro,ar ARG,FW,Bologna,it Serie A,19-227,6,0,90.0,0.0,0.0,5.0,2.0,77.8,2.0,0.0,1.0,0,0,3.0,6,33.3,0.0,0.0,5.0,2.0,2.0,0.0,1.0,3.0
Gaetano Castrovilli,it ITA,"FW,MF",Fiorentina,it Serie A,27-086,3,2,139.0,1.0,0.0,3.0,1.0,59.6,2.0,0.0,2.0,0,0,3.0,1,75.0,0.6474820143884893,0.0,1.9424460431654678,0.6474820143884893,1.2949640287769786,0.0,1.2949640287769786,1.9424460431654678
Danilo Cataldi,it ITA,MF,Lazio,it Serie A,29-281,27,15,1348.0,1.0,0.0,12.0,2.0,85.7,6.0,12.0,17.0,8,0,6.0,4,60.0,0.06676557863501484,0.0,0.8011869436201781,0.13353115727002968,0.40059347181008903,0.8011869436201781,1.1350148367952522,0.40059347181008903
Catena,es ESP,DF,Osasuna,es La Liga,29-198,27,25,2276.0,1.0,2.0,16.0,4.0,81.3,3.0,16.0,13.0,7,1,53.0,27,66.3,0.03954305799648506,0.07908611599297012,0.632688927943761,0.15817223198594024,0.11862917398945519,0.632688927943761,0.5140597539543058,2.0957820738137083
Maximiliano Caufriez,be BEL,DF,Clermont Foot,fr Ligue 1,27-087,20,20,1659.0,0.0,1.0,6.0,1.0,87.4,7.0,28.0,18.0,6,3,19.0,17,52.8,0.0,0.054249547920433995,0.325497287522604,0.054249547920433995,0.37974683544303794,1.5189873417721518,0.976491862567812,1.030741410488246
Ivan Cavaleiro,pt POR,FW,Lille,fr Ligue 1,30-208,16,9,769.0,1.0,1.0,11.0,3.0,73.6,10.0,6.0,5.0,1,0,15.0,22,40.5,0.11703511053315994,0.11703511053315994,1.2873862158647593,0.3511053315994799,1.1703511053315994,0.7022106631989598,0.5851755526657997,1.7555266579973994
Dani Ceballos,es ESP,"MF,FW",Real Madrid,es La Liga,27-280,17,4,485.0,0.0,2.0,6.0,1.0,88.0,5.0,3.0,0.0,1,0,2.0,5,28.6,0.0,0.3711340206185567,1.1134020618556701,0.18556701030927836,0.9278350515463918,0.5567010309278351,0.0,0.3711340206185567
Emil Ceide,no NOR,"FW,MF",Sassuolo,it Serie A,22-253,11,0,176.0,0.0,0.0,2.0,0.0,67.8,13.0,2.0,0.0,0,0,0.0,3,0.0,0.0,0.0,1.0227272727272727,0.0,6.647727272727273,1.0227272727272727,0.0,0.0
Zeki Çelik,tr TUR,DF,Roma,it Serie A,27-086,15,4,491.0,0.0,0.0,2.0,1.0,80.9,3.0,14.0,6.0,1,0,3.0,6,33.3,0.0,0.0,0.3665987780040733,0.18329938900203666,0.5498981670061099,2.5661914460285136,1.0997963340122199,0.5498981670061099
Álex Centelles,es ESP,DF,Almería,es La Liga,26-187,12,10,888.0,0.0,1.0,2.0,1.0,73.3,2.0,6.0,15.0,2,0,14.0,9,60.9,0.0,0.10135135135135136,0.20270270270270271,0.10135135135135136,0.20270270270270271,0.6081081081081081,1.5202702702702704,1.4189189189189189
Fabien Centonze,fr FRA,DF,Hellas Verona,it Serie A,28-118,10,7,676.0,0.0,1.0,1.0,0.0,67.2,11.0,8.0,10.0,2,0,9.0,5,64.3,0.0,0.1331360946745562,0.1331360946745562,0.0,1.4644970414201184,1.0650887573964496,1.331360946745562,1.198224852071006
Fabien Centonze,fr FRA,DF,Nantes,fr Ligue 1,28-118,3,1,94.0,0.0,0.0,0.0,0.0,72.5,0.0,1.0,0.0,1,0,1.0,1,50.0,0.0,0.0,0.0,0.0,0.0,0.9574468085106382,0.0,0.9574468085106382
Václav Černý,cz CZE,"FW,MF",Wolfsburg,de Bundesliga,26-209,21,12,906.0,4.0,1.0,20.0,5.0,69.3,14.0,3.0,8.0,2,0,1.0,6,14.3,0.3973509933774834,0.09933774834437085,1.9867549668874174,0.49668874172185434,1.390728476821192,0.2980132450331126,0.7947019867549668,0.09933774834437085
Michele Cerofolini,it ITA,GK,Frosinone,it Serie A,25-130,6,5,495.0,0.0,0.0,0.0,0.0,59.6,0.0,0.0,0.0,1,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alberto Cerri,it ITA,FW,Empoli,it Serie A,28-027,11,9,516.0,1.0,0.0,10.0,3.0,51.2,1.0,3.0,3.0,2,0,39.0,29,57.4,0.1744186046511628,0.0,1.744186046511628,0.5232558139534884,0.1744186046511628,0.5232558139534884,0.5232558139534884,6.8023255813953485
Leonardo Cerri,it ITA,DF,Juventus,it Serie A,21-070,1,0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Franco Cervi,ar ARG,"MF,DF",Celta Vigo,es La Liga,29-353,16,5,532.0,0.0,1.0,8.0,1.0,79.9,0.0,17.0,7.0,1,0,6.0,8,42.9,0.0,0.16917293233082706,1.3533834586466165,0.16917293233082706,0.0,2.87593984962406,1.1842105263157894,1.0150375939849623
Julian Chabot,de GER,DF,Köln,de Bundesliga,26-091,31,31,2613.0,0.0,0.0,18.0,3.0,84.1,9.0,38.0,43.0,9,1,100.0,37,73.0,0.0,0.0,0.6199770378874856,0.10332950631458095,0.3099885189437428,1.3088404133180254,1.4810562571756603,3.4443168771526977
El Chadaille Bitshiabu,fr FRA,"DF,MF",RB Leipzig,de Bundesliga,18-363,5,0,33.0,0.0,0.0,0.0,0.0,81.3,0.0,0.0,1.0,0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7272727272727275,0.0
Fares Chaïbi,dz ALG,"FW,MF",Toulouse,fr Ligue 1,21-167,2,0,58.0,0.0,1.0,0.0,0.0,70.0,0.0,0.0,0.0,1,0,1.0,0,100.0,0.0,1.5517241379310345,0.0,0.0,0.0,0.0,0.0,1.5517241379310345
Fares Chaïbi,dz ALG,"MF,FW",Eint Frankfurt,de Bundesliga,21-167,27,20,1823.0,2.0,4.0,38.0,14.0,64.6,7.0,16.0,5.0,2,0,10.0,54,15.6,0.09873834339001646,0.1974766867800329,1.8760285244103128,0.6911684037301151,0.34558420186505756,0.7899067471201316,0.24684585847504115,0.4936917169500823
Trevoh Chalobah,eng ENG,DF,Chelsea,eng Premier League,24-313,11,8,772.0,1.0,0.0,2.0,2.0,89.4,0.0,8.0,7.0,1,0,18.0,19,48.6,0.11658031088082901,0.0,0.23316062176165803,0.23316062176165803,0.0,0.9326424870466321,0.816062176165803,2.098445595854922
Muhammed Cham,at AUT,"MF,FW",Clermont Foot,fr Ligue 1,23-230,33,29,2554.0,8.0,4.0,69.0,26.0,79.5,33.0,14.0,8.0,4,0,7.0,23,23.3,0.28191072826938135,0.14095536413469067,2.431480031323414,0.9162098668754894,1.162881754111198,0.49334377447141736,0.28191072826938135,0.24667188723570868
Calum Chambers,eng ENG,"DF,MF",Aston Villa,eng Premier League,29-114,3,0,74.0,0.0,0.0,0.0,0.0,89.7,1.0,0.0,1.0,1,0,1.0,1,50.0,0.0,0.0,0.0,0.0,1.2162162162162162,0.0,1.2162162162162162,1.2162162162162162
Timothy Chandler,us USA,"MF,DF",Eint Frankfurt,de Bundesliga,34-045,6,0,18.0,0.0,1.0,2.0,1.0,69.2,0.0,0.0,0.0,0,0,2.0,1,66.7,0.0,5.0,10.0,5.0,0.0,0.0,0.0,10.0
Brendan Chardonnet,fr FRA,DF,Brest,fr Ligue 1,29-143,32,32,2880.0,1.0,1.0,18.0,3.0,82.7,2.0,32.0,51.0,4,0,85.0,52,62.0,0.03125,0.03125,0.5625,0.09375,0.0625,1.0,1.59375,2.65625
Charlys,br BRA,MF,Hellas Verona,it Serie A,20-084,1,0,1.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pep Chavarría,es ESP,"DF,MF",Rayo Vallecano,es La Liga,26-033,20,11,1062.0,1.0,1.0,11.0,2.0,75.9,9.0,16.0,6.0,6,1,11.0,10,52.4,0.0847457627118644,0.0847457627118644,0.9322033898305085,0.1694915254237288,0.7627118644067796,1.3559322033898304,0.5084745762711864,0.9322033898305085
Jhoanner Chávez,ec ECU,DF,Lens,fr Ligue 1,22-018,8,6,481.0,0.0,0.0,3.0,0.0,77.9,0.0,5.0,5.0,1,0,7.0,6,53.8,0.0,0.0,0.5613305613305614,0.0,0.0,0.9355509355509356,0.9355509355509356,1.30977130977131
Walid Cheddira,ma MAR,FW,Frosinone,it Serie A,26-112,34,22,1945.0,6.0,1.0,53.0,25.0,68.4,11.0,6.0,5.0,0,0,33.0,63,34.4,0.2776349614395887,0.04627249357326478,2.4524421593830334,1.1568123393316196,0.5089974293059126,0.2776349614395887,0.2313624678663239,1.5269922879177376
Rayan Cherki,fr FRA,"FW,MF",Lyon,fr Ligue 1,20-270,32,18,1651.0,1.0,6.0,53.0,17.0,77.4,80.0,15.0,7.0,0,0,1.0,8,11.1,0.054512416717141125,0.3270745003028468,2.8891580860084796,0.9267110841913991,4.360993337371291,0.8176862507571169,0.3815869170199879,0.054512416717141125
